,year,month,day,hour,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain,cos,sin,weekdays,NE_strength,NW_strength,NS_strength,cv_strength
6737,2010,10,9,17,412.0,15,20.0,1008.0,SE,0.89,0,0,0.11949595648374385,-0.9928346873392544,1.0,0.0,0.0,0.89,0.0
6738,2010,10,9,18,449.0,14,17.0,1009.0,NE,0.89,0,0,0.12020804489935233,-0.9927487224577404,1.0,0.89,0.0,0.0,0.0
6739,2010,10,9,19,429.0,14,16.0,1009.0,NW,1.79,0,0,0.12092007147274625,-0.9926622468468448,1.0,0.0,1.79,0.0,0.0
6740,2010,10,9,20,411.0,14,15.0,1010.0,NW,2.68,0,0,0.1216320358376156,-0.9925752605510562,1.0,0.0,2.68,0.0,0.0
6741,2010,10,9,21,430.0,13,14.0,1010.0,NE,0.89,0,0,0.1223439376276833,-0.9924877636151256,1.0,0.89,0.0,0.0,0.0
6742,2010,10,9,22,431.0,13,14.0,1010.0,NE,1.78,0,0,0.12305577647670445,-0.9923997560840668,0.0,1.78,0.0,0.0,0.0
6743,2010,10,9,23,440.0,13,14.0,1010.0,NE,2.67,0,0,0.12376755201846565,-0.992311238003156,0.0,2.67,0.0,0.0,0.0
6744,2010,10,10,0,434.0,13,13.0,1010.0,NE,3.56,0,0,0.12447926388678955,-0.9922222094179324,1.0,3.56,0.0,0.0,0.0
6745,2010,10,10,1,438.0,12,12.0,1010.0,NE,4.45,0,0,0.12519091171552552,-0.9921326703741972,1.0,4.45,0.0,0.0,0.0
6746,2010,10,10,2,416.0,12,13.0,1011.0,NW,0.89,0,0,0.12590249513856186,-0.992042620918015,1.0,0.0,0.89,0.0,0.0
6747,2010,10,10,3,417.0,12,13.0,1010.0,NE,0.89,0,0,0.12661401378981654,-0.9919520610957124,1.0,0.89,0.0,0.0,0.0
6748,2010,10,10,4,394.0,12,12.0,1010.0,cv,0.89,0,0,0.12732546730324193,-0.9918609909538793,1.0,0.0,0.0,0.0,0.89
6749,2010,10,10,5,380.0,12,12.0,1011.0,NE,0.89,0,0,0.1280368553128236,-0.9917694105393668,0.0,0.89,0.0,0.0,0.0
6750,2010,10,10,6,376.0,12,12.0,1011.0,SE,0.89,0,0,0.12874817745258102,-0.9916773198992901,0.0,0.0,0.0,0.89,0.0
6751,2010,10,10,7,385.0,13,13.0,1011.0,cv,0.89,0,0,0.1294594333565666,-0.9915847190810256,1.0,0.0,0.0,0.0,0.89
6752,2010,10,10,8,383.0,13,14.0,1012.0,NE,0.89,0,0,0.1301706226588695,-0.9914916081322132,1.0,0.89,0.0,0.0,0.0
6753,2010,10,10,9,397.0,14,15.0,1012.0,SE,0.89,0,0,0.13088174499361044,-0.9913979871007544,1.0,0.0,0.0,0.89,0.0
6754,2010,10,10,10,392.0,14,16.0,1013.0,cv,0.89,0,0,0.13159279999494553,-0.9913038560348136,1.0,0.0,0.0,0.0,0.89
6755,2010,10,10,11,408.0,15,17.0,1012.0,SE,1.79,0,0,0.13230378729706554,-0.9912092149828172,1.0,0.0,0.0,1.79,0.0
6756,2010,10,10,12,428.0,15,18.0,1011.0,SE,3.58,0,0,0.13301470653419512,-0.9911140639934548,0.0,0.0,0.0,3.58,0.0
6757,2010,10,10,13,420.0,14,18.0,1011.0,SE,5.37,0,0,0.1337255573405975,-0.9910184031156769,0.0,0.0,0.0,5.37,0.0
6758,2010,10,10,14,399.0,14,19.0,1010.0,cv,0.89,0,0,0.1344363393505649,-0.9909222323986984,1.0,0.0,0.0,0.0,0.89
6759,2010,10,10,15,391.0,15,18.0,1010.0,cv,1.34,0,1,0.1351470521984321,-0.9908255518919938,1.0,0.0,0.0,0.0,1.34
6760,2010,10,10,16,393.0,16,17.0,1010.0,cv,1.79,0,2,0.13585769551856228,-0.9907283616453026,1.0,0.0,0.0,0.0,1.79
6761,2010,10,10,17,415.0,16,17.0,1011.0,SE,3.13,0,3,0.13656826894536064,-0.9906306617086248,1.0,0.0,0.0,3.13,0.0
6762,2010,10,10,18,395.0,16,16.0,1011.0,NE,0.89,0,4,0.13727877211326475,-0.9905324521322229,1.0,0.89,0.0,0.0,0.0
6763,2010,10,10,19,420.0,16,16.0,1011.0,SE,1.79,0,5,0.1379892046567484,-0.990433732966622,0.0,0.0,0.0,1.79,0.0
6764,2010,10,10,20,414.0,16,17.0,1011.0,cv,0.89,0,0,0.13869956621032514,-0.990334504262609,0.0,0.0,0.0,0.0,0.89
6765,2010,10,10,21,394.0,16,17.0,1012.0,SE,3.13,0,1,0.13940985640853906,-0.9902347660712336,1.0,0.0,0.0,3.13,0.0
6766,2010,10,10,22,348.0,15,16.0,1012.0,NW,7.15,0,2,0.1401200748859777,-0.9901345184438062,1.0,0.0,7.15,0.0,0.0
6767,2010,10,10,23,74.0,13,15.0,1013.0,NW,12.07,0,4,0.14083022127725875,-0.9900337614319008,1.0,0.0,12.07,0.0,0.0
6768,2010,10,11,0,32.0,12,14.0,1013.0,NW,17.88,0,5,0.141540295217043,-0.989932495087353,1.0,0.0,17.88,0.0,0.0
6769,2010,10,11,1,17.0,12,13.0,1014.0,NW,23.69,0,6,0.142250296340025,-0.98983071946226,1.0,0.0,23.69,0.0,0.0
6770,2010,10,11,2,6.0,11,13.0,1013.0,NW,27.71,0,7,0.14296022428093771,-0.989728434608981,0.0,0.0,27.71,0.0,0.0
6771,2010,10,11,3,5.0,11,13.0,1013.0,NW,32.63,0,0,0.14367007867455164,-0.9896256405801378,0.0,0.0,32.63,0.0,0.0
6772,2010,10,11,4,4.0,9,14.0,1013.0,NW,38.44,0,0,0.14437985915567436,-0.9895223374286141,1.0,0.0,38.44,0.0,0.0
6773,2010,10,11,5,6.0,7,14.0,1014.0,NW,45.59,0,0,0.14508956535915402,-0.9894185252075544,1.0,0.0,45.59,0.0,0.0
6774,2010,10,11,6,8.0,7,11.0,1015.0,NW,48.72,0,0,0.14579919691987436,-0.9893142039703664,1.0,0.0,48.72,0.0,0.0
6775,2010,10,11,7,16.0,8,12.0,1016.0,NW,50.51,0,0,0.14650875347275846,-0.9892093737707192,1.0,0.0,50.51,0.0,0.0
6776,2010,10,11,8,2.0,8,14.0,1017.0,NE,3.13,0,0,0.14721823465276793,-0.9891040346625436,1.0,3.13,0.0,0.0,0.0
6777,2010,10,11,9,4.0,8,15.0,1018.0,NE,8.05,0,0,0.14792764009490314,-0.9889981867000328,0.0,8.05,0.0,0.0,0.0
6778,2010,10,11,10,7.0,7,16.0,1018.0,NE,12.07,0,0,0.14863696943420265,-0.9888918299376408,0.0,12.07,0.0,0.0,0.0
6779,2010,10,11,11,5.0,6,17.0,1018.0,NE,16.99,0,0,0.14934622230574754,-0.988784964430084,1.0,16.99,0.0,0.0,0.0
6780,2010,10,11,12,4.0,5,18.0,1018.0,NW,4.92,0,0,0.15005539834465226,-0.9886775902323404,1.0,0.0,4.92,0.0,0.0
6781,2010,10,11,13,7.0,6,18.0,1018.0,NE,4.02,0,0,0.15076449718607668,-0.98856970739965,1.0,4.02,0.0,0.0,0.0
6782,2010,10,11,14,7.0,5,19.0,1018.0,NE,8.04,0,0,0.15147351846521714,-0.9884613159875136,1.0,8.04,0.0,0.0,0.0
6783,2010,10,11,15,7.0,5,19.0,1018.0,NE,11.17,0,0,0.1521824618173097,-0.9883524160516952,1.0,11.17,0.0,0.0,0.0
6784,2010,10,11,16,10.0,6,19.0,1019.0,NE,15.19,0,0,0.15289132687763413,-0.9882430076482184,0.0,15.19,0.0,0.0,0.0
6785,2010,10,11,17,10.0,5,17.0,1019.0,NE,16.98,0,0,0.15360011328150427,-0.98813309083337,0.0,16.98,0.0,0.0,0.0
6786,2010,10,11,18,13.0,4,17.0,1020.0,NW,1.79,0,0,0.15430882066428148,-0.9880226656636976,1.0,0.0,1.79,0.0,0.0
6787,2010,10,11,19,17.0,4,15.0,1021.0,NW,5.81,0,0,0.15501744866136072,-0.9879117321960108,1.0,0.0,5.81,0.0,0.0
6788,2010,10,11,20,9.0,4,13.0,1022.0,NE,1.79,0,0,0.15572599690818484,-0.9878002904873798,1.0,1.79,0.0,0.0,0.0
6789,2010,10,11,21,11.0,4,12.0,1023.0,NE,3.58,0,0,0.15643446504023067,-0.9876883405951378,1.0,3.58,0.0,0.0,0.0
6790,2010,10,11,22,21.0,6,10.0,1023.0,cv,0.89,0,0,0.15714285269302247,-0.9875758825768778,1.0,0.0,0.0,0.0,0.89
6791,2010,10,11,23,21.0,6,10.0,1023.0,NW,0.89,0,0,0.1578511595021223,-0.9874629164904551,0.0,0.0,0.89,0.0,0.0
6792,2010,10,12,0,37.0,6,8.0,1024.0,NW,2.68,0,0,0.15855938510313386,-0.9873494423939864,0.0,0.0,2.68,0.0,0.0
6793,2010,10,12,1,30.0,5,8.0,1024.0,cv,0.89,0,0,0.15926752913170614,-0.9872354603458494,1.0,0.0,0.0,0.0,0.89
6794,2010,10,12,2,45.0,6,7.0,1024.0,NW,1.79,0,0,0.15997559122352392,-0.9871209704046836,1.0,0.0,1.79,0.0,0.0
6795,2010,10,12,3,56.0,6,7.0,1024.0,cv,0.89,0,0,0.16068357101432032,-0.9870059726293888,1.0,0.0,0.0,0.0,0.89
6796,2010,10,12,4,42.0,6,7.0,1024.0,cv,1.34,0,0,0.16139146813986727,-0.9868904670791274,1.0,0.0,0.0,0.0,1.34
6797,2010,10,12,5,51.0,6,6.0,1024.0,cv,2.23,0,0,0.16209928223598008,-0.986774453813322,1.0,0.0,0.0,0.0,2.23
6798,2010,10,12,6,33.0,5,6.0,1024.0,NW,3.13,0,0,0.16280701293851685,-0.986657932891657,0.0,0.0,3.13,0.0,0.0
6799,2010,10,12,7,48.0,6,7.0,1024.0,cv,0.89,0,0,0.16351465988337846,-0.9865409043740776,0.0,0.0,0.0,0.0,0.89
6800,2010,10,12,8,42.0,7,10.0,1024.0,NW,1.79,0,0,0.16422222270650816,-0.9864233683207906,1.0,0.0,1.79,0.0,0.0
6801,2010,10,12,9,32.0,6,12.0,1025.0,NW,3.58,0,0,0.16492970104389496,-0.986305324792263,1.0,0.0,3.58,0.0,0.0
6802,2010,10,12,10,29.0,4,14.0,1024.0,NW,5.37,0,0,0.1656370945315688,-0.9861867738492238,1.0,0.0,5.37,0.0,0.0
6803,2010,10,12,11,31.0,5,16.0,1023.0,NW,7.16,0,0,0.16634440280560409,-0.9860677155526628,1.0,0.0,7.16,0.0,0.0
6804,2010,10,12,12,22.0,5,18.0,1023.0,cv,0.89,0,0,0.16705162550211913,-0.9859481499638304,1.0,0.0,0.0,0.0,0.89
6805,2010,10,12,13,24.0,4,18.0,1021.0,cv,2.68,0,0,0.16775876225727535,-0.9858280771442388,0.0,0.0,0.0,0.0,2.68
6806,2010,10,12,14,0.0,4,19.0,1020.0,NW,3.13,0,0,0.16846581270728184,-0.9857074971556598,0.0,0.0,3.13,0.0,0.0
6807,2010,10,12,15,0.0,4,20.0,1020.0,SE,3.13,0,0,0.1691727764883861,-0.985586410060128,1.0,0.0,0.0,3.13,0.0
6808,2010,10,12,16,40.0,5,19.0,1020.0,SE,6.26,0,0,0.16987965323688706,-0.9854648159199368,1.0,0.0,0.0,6.26,0.0
6809,2010,10,12,17,32.0,6,17.0,1019.0,SE,9.39,0,0,0.17058644258912153,-0.9853427147976426,1.0,0.0,0.0,9.39,0.0
6810,2010,10,12,18,45.0,6,15.0,1019.0,SE,12.52,0,0,0.17129314418147734,-0.9852201067560606,1.0,0.0,0.0,12.52,0.0
6811,2010,10,12,19,55.0,7,14.0,1020.0,SE,14.31,0,0,0.1719997576503841,-0.9850969918582684,1.0,0.0,0.0,14.31,0.0
6812,2010,10,12,20,75.0,8,13.0,1020.0,SE,15.2,0,0,0.17270628263231658,-0.9849733701676032,0.0,0.0,0.0,15.2,0.0
6813,2010,10,12,21,107.0,9,12.0,1020.0,SE,16.09,0,0,0.17341271876379866,-0.9848492417476634,0.0,0.0,0.0,16.09,0.0
6814,2010,10,12,22,125.0,8,11.0,1020.0,cv,0.89,0,0,0.1741190656813938,-0.9847246066623088,1.0,0.0,0.0,0.0,0.89
6815,2010,10,12,23,154.0,8,11.0,1020.0,cv,1.78,0,0,0.17482532302171833,-0.9845994649756579,1.0,0.0,0.0,0.0,1.78
6816,2010,10,13,0,168.0,8,10.0,1019.0,cv,2.67,0,0,0.17553149042142774,-0.9844738167520924,1.0,0.0,0.0,0.0,2.67
6817,2010,10,13,1,187.0,8,9.0,1019.0,cv,3.56,0,0,0.17623756751722985,-0.9843476620562522,1.0,0.0,0.0,0.0,3.56
6818,2010,10,13,2,163.0,8,9.0,1019.0,cv,4.01,0,0,0.17694355394587544,-0.9842210009530395,1.0,0.0,0.0,0.0,4.01
6819,2010,10,13,3,143.0,8,8.0,1019.0,cv,4.46,0,0,0.17764944934416285,-0.984093833507616,0.0,0.0,0.0,0.0,4.46
6820,2010,10,13,4,118.0,8,8.0,1018.0,cv,4.91,0,0,0.17835525334893718,-0.9839661597854046,0.0,0.0,0.0,0.0,4.91
6821,2010,10,13,5,111.0,7,8.0,1018.0,NW,0.89,0,0,0.17906096559708976,-0.9838379798520882,1.0,0.0,0.89,0.0,0.0
6822,2010,10,13,6,99.0,7,7.0,1018.0,NE,0.89,0,0,0.17976658572556165,-0.9837092937736098,1.0,0.89,0.0,0.0,0.0
6823,2010,10,13,7,86.0,7,8.0,1018.0,NW,1.79,0,0,0.1804721133713388,-0.9835801016161736,1.0,0.0,1.79,0.0,0.0
6824,2010,10,13,8,66.0,8,10.0,1019.0,NW,2.68,0,0,0.18117754817145548,-0.983450403446244,1.0,0.0,2.68,0.0,0.0
6825,2010,10,13,9,56.0,9,13.0,1019.0,cv,0.89,0,0,0.18188288976299385,-0.9833201993305448,1.0,0.0,0.0,0.0,0.89
6826,2010,10,13,10,55.0,9,16.0,1019.0,NW,1.79,0,0,0.18258813778308394,-0.9831894893360617,0.0,0.0,1.79,0.0,0.0
6827,2010,10,13,11,63.0,8,17.0,1018.0,cv,0.89,0,0,0.18329329186890306,-0.983058273530039,0.0,0.0,0.0,0.0,0.89
6828,2010,10,13,12,67.0,7,19.0,1017.0,NW,1.79,0,0,0.1839983516576804,-0.982926551979982,1.0,0.0,1.79,0.0,0.0
6829,2010,10,13,13,70.0,8,21.0,1016.0,SE,1.79,0,0,0.18470331678668744,-0.982794324753657,1.0,0.0,0.0,1.79,0.0
6830,2010,10,13,14,91.0,8,22.0,1015.0,SE,4.92,0,0,0.1854081868932505,-0.9826615919190886,1.0,0.0,0.0,4.92,0.0
6831,2010,10,13,15,107.0,7,22.0,1014.0,SE,8.94,0,0,0.18611296161474145,-0.982528353544563,1.0,0.0,0.0,8.94,0.0
6832,2010,10,13,16,137.0,8,22.0,1013.0,SE,12.96,0,0,0.18681764058858186,-0.982394609698626,1.0,0.0,0.0,12.96,0.0
6833,2010,10,13,17,102.0,9,20.0,1013.0,SE,16.09,0,0,0.18752222345224268,-0.9822603604500832,0.0,0.0,0.0,16.09,0.0
6834,2010,10,13,18,114.0,9,18.0,1014.0,SE,19.22,0,0,0.1882267098432435,-0.9821256058680008,0.0,0.0,0.0,19.22,0.0
6835,2010,10,13,19,148.0,11,15.0,1014.0,cv,0.89,0,0,0.18893109939915687,-0.9819903460217041,1.0,0.0,0.0,0.0,0.89
6836,2010,10,13,20,164.0,12,14.0,1015.0,SE,0.89,0,0,0.18963539175759928,-0.9818545809807794,1.0,0.0,0.0,0.89,0.0
6837,2010,10,13,21,193.0,11,15.0,1015.0,cv,0.89,0,0,0.19033958655624392,-0.981718310815072,1.0,0.0,0.0,0.0,0.89
6838,2010,10,13,22,164.0,10,12.0,1016.0,NW,3.13,0,0,0.19104368343280734,-0.9815815355946876,1.0,0.0,3.13,0.0,0.0
6839,2010,10,13,23,118.0,11,14.0,1017.0,NW,7.15,0,0,0.19174768202506268,-0.9814442553899918,1.0,0.0,7.15,0.0,0.0
6840,2010,10,14,0,41.0,9,15.0,1017.0,NW,8.94,0,0,0.19245158197082995,-0.9813064702716092,0.0,0.0,8.94,0.0,0.0
6841,2010,10,14,1,17.0,8,13.0,1018.0,NW,12.07,0,0,0.19315538290798,-0.9811681803104256,0.0,0.0,12.07,0.0,0.0
6842,2010,10,14,2,13.0,0,15.0,1018.0,NW,16.99,0,0,0.19385908447443814,-0.9810293855775843,1.0,0.0,16.99,0.0,0.0
6843,2010,10,14,3,13.0,3,11.0,1019.0,SE,1.79,0,0,0.1945626863081747,-0.9808900861444908,1.0,0.0,0.0,1.79,0.0
6844,2010,10,14,4,10.0,1,12.0,1019.0,NW,4.92,0,0,0.19526618804721727,-0.9807502820828088,1.0,0.0,4.92,0.0,0.0
6845,2010,10,14,5,5.0,0,11.0,1020.0,NW,8.05,0,0,0.1959695893296417,-0.9806099734644612,1.0,0.0,8.05,0.0,0.0
6846,2010,10,14,6,2.0,1,9.0,1020.0,NW,9.84,0,0,0.19667288979357614,-0.980469160361632,1.0,0.0,9.84,0.0,0.0
6847,2010,10,14,7,7.0,1,8.0,1021.0,NW,12.97,0,0,0.19737608907720086,-0.9803278428467636,0.0,0.0,12.97,0.0,0.0
6848,2010,10,14,8,22.0,-2,14.0,1022.0,NW,16.99,0,0,0.19807918681874787,-0.980186020992558,0.0,0.0,16.99,0.0,0.0
6849,2010,10,14,9,12.0,-2,16.0,1022.0,NW,21.01,0,0,0.19878218265650086,-0.9800436948719774,1.0,0.0,21.01,0.0,0.0
6850,2010,10,14,10,22.0,-3,18.0,1021.0,NW,26.82,0,0,0.19948507622879832,-0.9799008645582422,1.0,0.0,26.82,0.0,0.0
6851,2010,10,14,11,11.0,-3,19.0,1021.0,NW,36.65,0,0,0.20018786717402887,-0.9797575301248332,1.0,0.0,36.65,0.0,0.0
6852,2010,10,14,12,16.0,-2,19.0,1020.0,NW,42.46,0,0,0.20089055513063486,-0.97961369164549,1.0,0.0,42.46,0.0,0.0
6853,2010,10,14,13,18.0,-1,20.0,1019.0,NW,47.38,0,0,0.20159313973711154,-0.979469349194212,1.0,0.0,47.38,0.0,0.0
6854,2010,10,14,14,7.0,-1,20.0,1018.0,NW,54.53,0,0,0.2022956206320072,-0.9793245028452576,0.0,0.0,54.53,0.0,0.0
6855,2010,10,14,15,17.0,-1,20.0,1017.0,NW,61.68,0,0,0.20299799745392366,-0.9791791526731444,0.0,0.0,61.68,0.0,0.0
6856,2010,10,14,16,11.0,-1,20.0,1018.0,NW,69.73,0,0,0.20370026984151526,-0.9790332987526492,1.0,0.0,69.73,0.0,0.0
6857,2010,10,14,17,18.0,-2,19.0,1018.0,NW,77.78,0,0,0.2044024374334939,-0.9788869411588076,1.0,0.0,77.78,0.0,0.0
6858,2010,10,14,18,21.0,-2,18.0,1018.0,NW,84.93,0,0,0.20510449986861884,-0.9787400799669153,1.0,0.0,84.93,0.0,0.0
6859,2010,10,14,19,16.0,-2,17.0,1019.0,NW,90.74,0,0,0.2058064567857098,-0.9785927152525262,1.0,0.0,90.74,0.0,0.0
6860,2010,10,14,20,22.0,1,12.0,1020.0,NW,93.87,0,0,0.20650830782363724,-0.9784448470914536,1.0,0.0,93.87,0.0,0.0
6861,2010,10,14,21,13.0,0,12.0,1020.0,NW,97.0,0,0,0.2072100526213261,-0.9782964755597698,0.0,0.0,97.0,0.0,0.0
6862,2010,10,14,22,21.0,0,11.0,1021.0,NW,100.13,0,0,0.20791169081775945,-0.9781476007338056,0.0,0.0,100.13,0.0,0.0
6863,2010,10,14,23,30.0,-2,15.0,1021.0,NW,104.15,0,0,0.2086132220519691,-0.9779982226901518,1.0,0.0,104.15,0.0,0.0
6864,2010,10,15,0,19.0,-2,14.0,1021.0,NW,109.07,0,0,0.20931464596304888,-0.9778483415056568,1.0,0.0,109.07,0.0,0.0
6865,2010,10,15,1,19.0,-3,13.0,1020.0,NW,114.88,0,0,0.21001596219014085,-0.9776979572574288,1.0,0.0,114.88,0.0,0.0
6866,2010,10,15,2,15.0,-3,13.0,1020.0,NW,119.8,0,0,0.21071717037244853,-0.9775470700228344,1.0,0.0,119.8,0.0,0.0
6867,2010,10,15,3,18.0,-1,12.0,1020.0,NW,121.59,0,0,0.21141827014922765,-0.977395679879499,1.0,0.0,121.59,0.0,0.0
6868,2010,10,15,4,56.0,0,11.0,1019.0,NW,123.38,0,0,0.21211926115979046,-0.9772437869053068,0.0,0.0,123.38,0.0,0.0
6869,2010,10,15,5,38.0,0,10.0,1019.0,NW,125.17,0,0,0.2128201430435052,-0.9770913911784004,0.0,0.0,125.17,0.0,0.0
6870,2010,10,15,6,18.0,-1,11.0,1019.0,NW,129.19,0,0,0.2135209154397954,-0.9769384927771818,1.0,0.0,129.19,0.0,0.0
6871,2010,10,15,7,48.0,-2,11.0,1019.0,NW,133.21,0,0,0.2142215779881436,-0.9767850917803106,1.0,0.0,133.21,0.0,0.0
6872,2010,10,15,8,37.0,-2,13.0,1019.0,NW,136.34,0,0,0.214922130328086,-0.9766311882667056,1.0,0.0,136.34,0.0,0.0
6873,2010,10,15,9,19.0,-1,14.0,1019.0,NW,140.36,0,0,0.2156225720992167,-0.976476782315544,1.0,0.0,140.36,0.0,0.0
6874,2010,10,15,10,9.0,-2,17.0,1018.0,NW,144.38,0,0,0.21632290294118645,-0.9763218740062614,1.0,0.0,144.38,0.0,0.0
6875,2010,10,15,11,8.0,-2,18.0,1017.0,NW,147.51,0,0,0.21702312249370312,-0.976166463418552,0.0,0.0,147.51,0.0,0.0
6876,2010,10,15,12,23.0,-2,19.0,1016.0,SE,4.92,0,0,0.21772323039653188,-0.9760105506323684,0.0,0.0,0.0,4.92,0.0
6877,2010,10,15,13,24.0,-1,20.0,1014.0,SE,10.73,0,0,0.2184232262894953,-0.9758541357279212,1.0,0.0,0.0,10.73,0.0
6878,2010,10,15,14,26.0,1,20.0,1013.0,SE,17.88,0,0,0.21912310981247266,-0.97569721878568,1.0,0.0,0.0,17.88,0.0
6879,2010,10,15,15,31.0,0,20.0,1012.0,SE,25.03,0,0,0.21982288060540375,-0.975539799886372,1.0,0.0,0.0,25.03,0.0
6880,2010,10,15,16,46.0,0,20.0,1011.0,SE,33.08,0,0,0.22052253830828372,-0.9753818791109826,1.0,0.0,0.0,33.08,0.0
6881,2010,10,15,17,67.0,1,19.0,1011.0,SE,38.89,0,0,0.2212220825611668,-0.9752234565407564,1.0,0.0,0.0,38.89,0.0
6882,2010,10,15,18,73.0,1,18.0,1011.0,SE,44.7,0,0,0.22192151300416546,-0.9750645322571948,0.0,0.0,0.0,44.7,0.0
6883,2010,10,15,19,67.0,1,19.0,1011.0,SE,53.64,0,0,0.22262082927745,-0.9749051063420584,0.0,0.0,0.0,53.64,0.0
6884,2010,10,15,20,71.0,2,18.0,1012.0,cv,3.13,0,0,0.22332003102125275,-0.9747451788773652,1.0,0.0,0.0,0.0,3.13
6885,2010,10,15,21,64.0,5,12.0,1013.0,cv,4.02,0,0,0.22401911787585915,-0.9745847499453918,1.0,0.0,0.0,0.0,4.02
6886,2010,10,15,22,77.0,5,9.0,1013.0,NW,1.79,0,0,0.2247180894816204,-0.974423819628672,1.0,0.0,1.79,0.0,0.0
6887,2010,10,15,23,71.0,5,8.0,1013.0,NW,2.68,0,0,0.2254169454789403,-0.9742623880099984,1.0,0.0,2.68,0.0,0.0
6888,2010,10,16,0,111.0,6,9.0,1014.0,cv,0.89,0,0,0.22611568550828806,-0.9741004551724206,1.0,0.0,0.0,0.0,0.89
6889,2010,10,16,1,125.0,5,7.0,1014.0,cv,1.78,0,0,0.22681430921018905,-0.9739380211992468,0.0,0.0,0.0,0.0,1.78
6890,2010,10,16,2,133.0,5,6.0,1015.0,NW,1.79,0,0,0.22751281622522854,-0.9737750861740432,0.0,0.0,1.79,0.0,0.0
6891,2010,10,16,3,134.0,4,6.0,1015.0,NW,4.92,0,0,0.22821120619405535,-0.9736116501806326,1.0,0.0,4.92,0.0,0.0
6892,2010,10,16,4,143.0,4,5.0,1015.0,NW,8.94,0,0,0.2289094787573725,-0.9734477133030968,1.0,0.0,8.94,0.0,0.0
6893,2010,10,16,5,123.0,4,6.0,1015.0,NW,12.07,0,0,0.22960763355594915,-0.9732832756257744,1.0,0.0,12.07,0.0,0.0
6894,2010,10,16,6,97.0,4,5.0,1016.0,cv,0.45,0,0,0.2303056702306119,-0.973118337233262,1.0,0.0,0.0,0.0,0.45
6895,2010,10,16,7,73.0,4,6.0,1017.0,NW,1.79,0,0,0.23100358842224894,-0.9729528982104141,1.0,0.0,1.79,0.0,0.0
6896,2010,10,16,8,37.0,5,11.0,1018.0,NW,5.81,0,0,0.2317013877718093,-0.9727869586423421,0.0,0.0,5.81,0.0,0.0
6897,2010,10,16,9,34.0,2,15.0,1018.0,NE,4.02,0,0,0.2323990679203033,-0.9726205186144152,0.0,4.02,0.0,0.0,0.0
6898,2010,10,16,10,63.0,5,16.0,1019.0,SE,4.02,0,0,0.2330966285088025,-0.9724535782122606,1.0,0.0,0.0,4.02,0.0
6899,2010,10,16,11,106.0,5,16.0,1019.0,SE,9.83,0,0,0.23379406917843895,-0.9722861375217624,1.0,0.0,0.0,9.83,0.0
6900,2010,10,16,12,123.0,6,17.0,1019.0,SE,13.85,0,0,0.2344913895704093,-0.9721181966290614,1.0,0.0,0.0,13.85,0.0
6901,2010,10,16,13,79.0,7,18.0,1018.0,SE,17.87,0,0,0.2351885893259693,-0.9719497556205572,1.0,0.0,0.0,17.87,0.0
6902,2010,10,16,14,50.0,8,18.0,1018.0,SE,21.89,0,0,0.23588566808643754,-0.9717808145829052,1.0,0.0,0.0,21.89,0.0
6903,2010,10,16,15,46.0,7,18.0,1018.0,SE,25.91,0,0,0.2365826254931951,-0.9716113736030196,0.0,0.0,0.0,25.91,0.0
6904,2010,10,16,16,45.0,7,18.0,1018.0,SE,29.04,0,0,0.2372794611876853,-0.9714414327680706,0.0,0.0,0.0,29.04,0.0
6905,2010,10,16,17,47.0,7,16.0,1018.0,SE,33.06,0,0,0.23797617481141325,-0.971270992165486,1.0,0.0,0.0,33.06,0.0
6906,2010,10,16,18,49.0,7,15.0,1019.0,SE,36.19,0,0,0.2386727660059504,-0.9711000518829505,1.0,0.0,0.0,36.19,0.0
6907,2010,10,16,19,53.0,6,13.0,1020.0,SE,39.32,0,0,0.2393692344129251,-0.9709286120084062,1.0,0.0,0.0,39.32,0.0
6908,2010,10,16,20,49.0,6,13.0,1022.0,SE,44.24,0,0,0.2400655796740357,-0.9707566726300516,1.0,0.0,0.0,44.24,0.0
6909,2010,10,16,21,46.0,5,13.0,1023.0,SE,49.16,0,0,0.240761801431037,-0.9705842338363436,1.0,0.0,0.0,49.16,0.0
6910,2010,10,16,22,32.0,3,11.0,1025.0,SE,54.97,0,0,0.2414578993257527,-0.9704112957159942,0.0,0.0,0.0,54.97,0.0
6911,2010,10,16,23,32.0,2,11.0,1025.0,SE,58.99,0,0,0.24215387300007002,-0.9702378583579728,0.0,0.0,0.0,58.99,0.0
6912,2010,10,17,0,23.0,1,11.0,1026.0,SE,63.01,0,0,0.2428497220959349,-0.9700639218515072,1.0,0.0,0.0,63.01,0.0
6913,2010,10,17,1,31.0,0,10.0,1027.0,SE,67.03,0,0,0.2435454462553645,-0.9698894862860796,1.0,0.0,0.0,67.03,0.0
6914,2010,10,17,2,27.0,-2,10.0,1027.0,SE,70.16,0,0,0.2442410451204332,-0.9697145517514308,1.0,0.0,0.0,70.16,0.0
6915,2010,10,17,3,24.0,-4,9.0,1027.0,SE,73.29,0,0,0.24493651833328575,-0.9695391183375572,1.0,0.0,0.0,73.29,0.0
6916,2010,10,17,4,20.0,-5,8.0,1027.0,SE,76.42,0,0,0.2456318655361284,-0.9693631861347124,1.0,0.0,0.0,76.42,0.0
